id	name_es	name_en	country_id
JM-14	Santa Catalina	Saint Catherine	JM
JO-AJ	Ajloun	Ajloun	JO
JO-AM	Amman	Amman	JO
JO-AQ	Aqaba	Aqaba	JO
JO-AT	Tafeileh	Tafeileh	JO
JO-AZ	Zarqa	Zarqa	JO
JO-BA	Balqa	Balqa	JO
JO-IR	Irbid	Irbid	JO
JO-JA	Jerash	Jerash	JO
JO-KA	Karak	Karak	JO
JO-MA	Mafraq	Mafraq	JO
JO-MD	Madaba	Madaba	JO
JO-MN	Ma'An	Ma'An	JO
JP-01	Hokkaido	Hokkaido	JP
JP-02	Aomori	Aomori	JP
JP-03	Iwate	Iwate	JP
JP-04	Miyagi	Miyagi	JP
JP-05	Akita	Akita	JP
JP-06	Yamagata	Yamagata	JP
JP-07	Fukushima	Fukushima	JP
JP-08	Ibaraki	Ibaraki	JP
JP-09	Tochigi	Tochigi	JP
JP-10	Gunma	Gunma	JP
JP-11	Saitama	Saitama	JP
JP-12	Chiba	Chiba	JP
JP-13	Tokio	Tokyo	JP
JP-14	Kanagawa	Kanagawa	JP
JP-15	Niigata	Niigata	JP
JP-16	Toyama	Toyama	JP
JP-17	Ishikawa	Ishikawa	JP
JP-18	Fukui	Fukui	JP
JP-19	Yamanashi	Yamanashi	JP
JP-20	Nagano	Nagano	JP
JP-21	Gifu	Gifu	JP
JP-22	Shizuoka	Shizuoka	JP
JP-23	Aichi	Aichi	JP
JP-24	Triple	Triple	JP
JP-25	Shiga	Shiga	JP
JP-26	Kyoto	Kyoto	JP
JP-27	Osaka	Osaka	JP
JP-28	Hyogo	Hyogo	JP
JP-29	Nara	Nara	JP
JP-30	Wakayama	Wakayama	JP
JP-31	Tottori	Tottori	JP
JP-32	Shimane	Shimane	JP
JP-33	Okayama	Okayama	JP
JP-34	Hiroshima	Hiroshima	JP
JP-35	Yamaguchi	Yamaguchi	JP
JP-36	Tokushima	Tokushima	JP
JP-37	Kagawa	Kagawa	JP
JP-38	Ehime	Ehime	JP
JP-39	Kochi	Kochi	JP
JP-40	Fukuoka	Fukuoka	JP
JP-41	Saga	Saga	JP
JP-42	Nagasaki	Nagasaki	JP
JP-43	Kumamoto	Kumamoto	JP
JP-44	Mucho	Much	JP
JP-45	Miyazaki	Miyazaki	JP
JP-46	Kagoshima	Kagoshima	JP
JP-47	Okinawa	Okinawa	JP
KE-01	Baringo	Baringo	KE
KE-02	Bomet	Bomet	KE
KE-03	Bungoma	Bungoma	KE
KE-04	Busia	Busia	KE
KE-05	Eleyo / Marakwet	Eleyo/Marakwet	KE
KE-06	Embu	Embu	KE
KE-07	Garissa	Garissa	KE
KE-08	Homa Bay	Homa Bay	KE
KE-09	Isiolo	Isiolo	KE
KE-10	Kajiado	Kajiado	KE
KE-11	Kakamega	Kakamega	KE
KE-12	Kericho	Kericho	KE
KE-13	Kiambu	Kiambu	KE
KE-14	Kilifi	Kilifi	KE
KE-15	Kirinyaga	Kirinyaga	KE
KE-16	Kisii	Kisii	KE
KE-17	Kisumu	Kisumu	KE
KE-18	Kitui	Kitui	KE
KE-19	Kwale	Kwale	KE
KE-20	Laikipia	Laikipia	KE
KE-21	La Mu	Lamu	KE
KE-22	Machakos	Machakos	KE
KE-23	Makueni	Makueni	KE
KE-24	Mandera	Mandera	KE
KE-25	Marsabit	Marsabit	KE
KE-26	Meru	Meru	KE
KE-27	Migori	Migori	KE
KE-28	Mombasa	Mombasa	KE
KE-29	Murang'A	Murang'A	KE
KE-30	La Ciudad De Nairobi	Nairobi City	KE
KE-31	Nakuru	Nakuru	KE
KE-32	Nandi	Nandi	KE
KE-33	Narok	Narok	KE
KE-34	Nyamira	Nyamira	KE
KE-35	Nyandarua	Nyandarua	KE
KE-36	Nyeri	Nyeri	KE
KE-37	Samburu	Samburu	KE
KE-38	Siaya	Siaya	KE
KE-39	Taita / Taveta	Taita/Taveta	KE
KE-40	Río Tana	Tana River	KE
KE-41	Tharaka-Nithi	Tharaka-Nithi	KE
KE-42	Trans Nzoia	Trans Nzoia	KE
KE-43	Turkana	Turkana	KE
KE-44	Uasin Gishu	Uasin Gishu	KE
KE-45	Vihiga	Vihiga	KE
KE-46	Wajir	Wajir	KE
KE-47	West Pokot	West Pokot	KE
KG-B	Batken	Batken	KG
KG-C	Chui	Chui	KG
KG-GB	Bishkek	Bishkek	KG
KG-J	Jalal-Abad	Jalal-Abad	KG
KG-N	Naryn	Naryn	KG
KG-O	Osh	Osh	KG
KG-T	Talas	Talas	KG
KG-Y	Issyk-Kul	Issyk-Kul	KG
KH-1	Banteay Mean Chey	Banteay Mean Chey	KH
KH-10	Kracheh	Kracheh	KH
KH-11	Mondol Kiri	Mondol Kiri	KH
KH-12	Phnom Penh	Phnom Penh	KH
KH-13	Preah Vihear	Preah Vihear	KH
KH-14	Presa Veaeng	Prey Veaeng	KH
KH-15	Pousaat	Pousaat	KH
KH-16	Rotanah Kiri	Rotanah Kiri	KH
KH-17	Siem Reab	Siem Reab	KH
KH-18	Krong Preah Sihanouk	Krong Preah Sihanouk	KH
KH-19	Stueng Treng	Stueng Treng	KH
KH-2	Baat Dambang	Baat Dambang	KH
KH-20	Svaay Rieng	Svaay Rieng	KH
KH-21	Taakaev	Taakaev	KH
KH-22	Otdar Mean Chey	Otdar Mean Chey	KH
KH-23	Krong Kaeb	Krong Kaeb	KH
KH-24	Krong Pailin	Krong Pailin	KH
KH-25	Tbong Khmum	Tbong Khmum	KH
KH-3	Kampong Chaam	Kampong Chaam	KH
KH-4	Kampong Chhnang	Kampong Chhnang	KH
KH-5	Kampong Spueu	Kampong Spueu	KH
KH-6	Kampong Thum	Kampong Thum	KH
KH-7	Kampot	Kampot	KH
KH-8	Kandaal	Kandaal	KH
KH-9	Kaoh Kong	Kaoh Kong	KH
KI-0	Abaiang	Abaiang	KI
KI-1	Abemama	Abemama	KI
KI-10	Kiritimati	Kiritimati	KI
KI-11	Kuria	Kuria	KI
KI-13	Maiana	Maiana	KI
KI-14	Makin	Makin	KI
KI-15	Marakei	Marakei	KI
KI-16	Nikunau	Nikunau	KI
KI-17	Nonouti	Nonouti	KI
KI-18	Gilbert Del Norte	Northern Gilberts	KI
KI-19	Onotoa	Onotoa	KI
KI-2	Aranuka	Aranuka	KI
KI-21	Gilbert Del Sur	Southern Gilberts	KI
KI-22	Tabiteuea	Tabiteuea	KI
KI-23	Tabuaeran	Tabuaeran	KI
KI-24	Tamana	Tamana	KI
KI-25	Tarawa	Tarawa	KI
KI-26	Teraina	Teraina	KI
KI-3	Arorae	Arorae	KI
KI-4	Banaba	Banaba	KI
KI-5	Beru	Beru	KI
KI-6	Butaritari	Butaritari	KI
KI-7	Gilbert Central	Central Gilberts	KI
KI-9	Kanton	Kanton	KI
KI-G	Islas Gilbert	Gilbert Islands	KI
KI-L	Islas De La Línea	Line Islands	KI
KI-P	Islas Fénix	Phoenix Islands	KI
KM-A	Andjouân	Andjouân	KM
KM-G	Andjazîdja	Andjazîdja	KM
KM-M	Moûhîlî	Moûhîlî	KM
KN-K	San Cristóbal	Saint Kitts	KN
KN-N	Nieves	Nevis	KN
KP-01	Pyongyang	Pyongyang	KP
KP-02	Paz Provincial	Provincial Peace	KP
KP-03	P'Yŏngan Del Norte	North Pyongan Province	KP
KP-04	Chagang	Chagang	KP
KP-05	Hwanghae Del Sur	South Hwanghae	KP
KP-06	Hwanghae Del Norte	North Hwanghae	KP
KP-07	Gangwon	Gangwon-Do	KP
KP-08	Provincia De Hamgyong Del Sur	South Hamgyong Province	KP
KP-09	Provincia De Hamgyong Del Norte	North Hamgyong Province	KP
KP-10	Ryanggang	Ryanggang Province	KP
KP-13	Rason	Rason	KP
KR-11	Seúl	Seoul	KR
KR-26	Busan	Busan	KR
KR-27	Daegu	Daegu Metropolitan City	KR
KR-28	Incheon	Incheon Metropolitan City	KR
KR-29	Gwangju	Gwangju	KR
KR-30	Daejeon	Daejeon	KR
KR-31	Ulsan	Ulsan	KR
KR-41	Gyeonggi	Gyeonggi-Do	KR
KR-42	Gangwon	Gangwon-Do	KR
KR-43	Chungcheong Del Norte	Chung-Cheong Bukdo	KR
KR-44	Chungcheongnam	Chungcheongnam	KR
KR-45	Jeolla Del Norte	Jeollabuk Do	KR
KR-46	Jeolla Del Sur	Jeollanam-Do	KR
KR-47	Gyeongsangbuk-Do	Gyeongsangbuk-Do	KR
KR-48	Gyeongsangnam	Gyeongsangnam-Do	KR
KR-49	Provincia Autónoma Especial De Jeju	Jeju Special Self-Governing Province	KR
KR-50	Ciudad Sejong	Sejong City	KR
KW-AH	Al-Ahmadi	Al-Ahmadi	KW
KW-FA	Farwaniya	Farwaniya	KW
KW-HA	Hawalli	Hawalli	KW
KW-JA	Jahra	Jahra	KW
KW-KU	Kuwait	Kuwait	KW
KW-MU	Mubarak Al-Kabeer	Mubarak Al-Kabeer	KW
KY-0	Arroyo	Creek	KY
KY-1	Oriental	Eastern	KY
KY-2	Midland	Midland	KY
KY-3	Ciudad Del Sur	South Town	KY
KY-4	Spot Bay	Spot Bay	KY
KY-5	Stake Bay	Stake Bay	KY
KY-6	West End	West End	KY
KY-7	Occidental	Western	KY
KZ-AKM	Akmola	Akmola	KZ
KZ-AKT	Aktobe	Aktobe	KZ
KZ-ALA	Alma-Ata	Alma-Ata	KZ
KZ-ALM	Almaty	Almaty	KZ
KZ-AST	Astana	Astana	KZ
KZ-ATY	Atyrau	Atyrau	KZ
KZ-BAY	Baikonur	Baikonur	KZ
KZ-KAR	Karaganda	Karaganda	KZ
KZ-KUS	Kostanay	Kostanay	KZ
KZ-KZY	Kyzylorda	Kyzylorda	KZ
KZ-MAN	Mangistau	Mangistau	KZ
KZ-PAV	Pavlodar	Pavlodar	KZ
KZ-SEV	Norte Kazajstán	North Kazakhstan	KZ
KZ-SHY	Shymkent	Shymkent	KZ
KZ-VOS	Kazajstán Oriental	East Kazakhstan	KZ
KZ-YUZ	Turkestan	Turkestan	KZ
KZ-ZAP	Kazajstán Occidental	West Kazakhstan	KZ
KZ-ZHA	Zhambyl	Zhambyl	KZ
LA-AT	Attapu	Attapu	LA
LA-BK	Bokeo	Bokèo	LA
LA-BL	Bolikhamxai	Bolikhamxai	LA
LA-CH	Champasak	Champasak	LA
LA-HO	Houaphan	Houaphan	LA
LA-KH	Khammouan	Khammouan	LA
LA-LM	Louang Namtha	Louang Namtha	LA
LA-LP	Louangphabang	Louangphabang	LA
LA-OU	Oudomxai	Oudômxai	LA
LA-PH	Phongsali	Phôngsali	LA
LA-SL	Salavan	Salavan	LA
LA-SV	Savannakhét	Savannakhét	LA
LA-VI	Vientiane	Vientiane	LA
LA-XA	Xaignabouli	Xaignabouli	LA
LA-XE	Xekong	Xékong	LA
LA-XI	Xiangkhouang	Xiangkhouang	LA
LA-XS	Xaisomboun	Xaisomboun	LA
LB-AK	Akkar	Aakkar	LB
LB-AS	El Norte Del Líbano	North Lebanon	LB
LB-BA	Beirut	Beirut	LB
LB-BH	Baalbelk-Hermel	Baalbelk-Hermel	LB
LB-BI	Beqaa	Beqaa	LB
LB-JA	El Sur Del Líbano	South Lebanon	LB
LB-JL	Monte Líbano	Mount Lebanon	LB
LB-NA	Nabatîyé	Nabatîyé	LB
LC-01	Anse La Raye	Anse La Raye	LC
LC-02	Castries	Castries	LC
LC-03	Choiseul	Choiseul	LC
LC-05	Dennery	Dennery	LC
LC-06	Gros Islet	Gros Islet	LC
LC-07	Laborie	Laborie	LC
LC-08	Micoud	Micoud	LC
LC-10	Soufrière	Soufriere	LC
LC-11	Vieux Fort	Vieux Fort	LC
LC-12	Canaries	Canaries	LC
LI-01	Balzers	Balzers	LI
LI-02	Eschen	Eschen	LI
LI-03	Gamprin	Gamprin	LI
LI-04	Moros	Moors	LI
LI-05	Tablazón	Planking	LI
LI-06	Ruggell	Ruggell	LI
LI-07	Schaan	Schaan	LI
LI-08	Schellenberg	Schellenberg	LI
LI-09	Triesen	Triesen	LI
LI-10	Triesenberg	Triesenberg	LI
LI-11	Vaduz	Vaduz	LI
LK-1	Basnahira	Basnahira	LK
LK-2	Madhyama	Madhyama	LK
LK-3	Dakunu	Dakunu	LK
LK-4	Uturu	Uturu	LK
LK-5	Naegenahira	Naegenahira	LK
LK-6	Vayamba	Vayamba	LK
LK-7	Uturumaeda	Uturumaeda	LK
LK-8	Uva	Uva	LK
LK-9	Sabaragamuwa	Sabaragamuwa	LK
LR-BG	Bong	Bong	LR
LR-BM	Bomi	Bomi	LR
LR-CM	Gran Cape Mount	Grand Cape Mount	LR
LR-GB	Gran Bassa	Grand Bassa	LR
LR-GG	Grand Gedeh	Grand Gedeh	LR
LR-GK	Grand Kru	Grand Kru	LR
LR-GP	Gbarpolu	Gbarpolu	LR
LR-LO	Lofa	Lofa	LR
LR-MG	Margibi	Margibi	LR
LR-MO	Montserrado	Montserrado	LR
LR-MY	Maryland	Maryland	LR
LR-NI	Nimba	Nimba	LR
LR-RG	Río Geee	River Geee	LR
LR-RI	River Cess	River Cess	LR
LR-SI	Sinoe	Sinoe	LR
LS-A	Maseru	Maseru	LS
LS-B	Butha-Buthe	Butha-Buthe	LS
LS-C	Leribe	Leribe	LS
LS-D	Berea	Berea	LS
LS-E	Mafeteng	Mafeteng	LS
LS-F	Mohales Hoek	Mohales Hoek	LS
LS-G	Quthing	Quthing	LS
LS-H	Nek Nek De	Qacha'S Nek	LS
LS-J	Mokhotlong	Mokhotlong	LS
LS-K	Thaba-Tseka	Thaba-Tseka	LS
LT-AL	Alytus	Alytus	LT
LT-KL	Klaipeda	Klaipeda	LT
LT-KU	Kaunas	Kaunas	LT
LT-MR	Marijampole	Marijampole	LT
LT-PN	Panevezys	Panevezys	LT
LT-SA	Siauliai	Siauliai	LT
LT-TA	Tauragė	Tauragė	LT
LT-TE	Carpa	Tent	LT
LT-UT	Utena	Utena	LT
LT-VL	Vilnius	Vilnius	LT
LU-CA	Capellen	Capellen	LU
LU-CL	Clevaux	Clevaux	LU
LU-DI	Diekirch	Diekirch	LU
LU-EC	Echternach	Echternach	LU
LU-ES	Esch-Sur-Alzette	Esch-Sur-Alzette	LU
LU-GR	Grevenmacher	Grevenmacher	LU
LU-LU	Luxemburgo	Luxembourg	LU
LU-ME	Mersch	Mersch	LU
LU-RD	Redange	Redange	LU
LU-RM	Remich	Remich	LU
LU-VD	Vianden	Vianden	LU
LU-WI	Wiltz	Wiltz	LU
LV-001	Aglona	Aglona	LV
LV-002	Aizkraukle	Aizkraukle	LV
LV-003	Aizpute	Aizpute	LV
LV-004	Akniste	Akniste	LV
LV-005	Aloja	Aloja	LV
LV-007	Aluksne	Aluksne	LV
LV-008	Amata	Amata	LV
LV-009	Ape	Ape	LV
LV-010	Auce	Auce	LV
LV-011	Adazi	Adazi	LV
LV-012	Babite	Babite	LV
LV-013	Baldone	Baldone	LV
LV-014	Baltinava	Baltinava	LV
LV-015	Balvi	Balvi	LV
LV-016	Bauska	Bauska	LV
LV-017	Beverina	Beverīna	LV
LV-018	Brocēni	Brocēni	LV
LV-019	Burtnieki	Burtnieki	LV
LV-020	Carnikava	Carnikava	LV
LV-021	Cesvaine	Cesvaine	LV
LV-022	Cesis	Cesis	LV
LV-023	Cibla	Cibla	LV
LV-024	Dagda	Dagda	LV
LV-025	Daugavpils	Daugavpils	LV
LV-026	Dobele	Dobele	LV
LV-027	Dundaga	Dundaga	LV
LV-028	Durbe	Durbe	LV
LV-029	Engure	Engure	LV
LV-030	Ergli	Ergli	LV
LV-031	Garkalne	Garkalne	LV
LV-032	Grobina	Grobina	LV
LV-033	Gulbene	Gulbene	LV
LV-034	Iecava	Iecava	LV
LV-035	Ikskile	Ikskile	LV
LV-036	Ilūkste	Ilūkste	LV
LV-037	Incukalns	Inčukalns	LV
LV-038	Jaunjelgava	Jaunjelgava	LV
LV-039	Jaunpiebalga	Jaunpiebalga	LV
LV-040	Jaunpils	Jaunpils	LV
LV-041	Jelgava	Jelgava	LV
LV-042	Jekabpils	Jekabpils	LV
LV-043	Kandava	Kandava	LV
LV-044	Karsava	Karsava	LV
LV-045	Kocēni	Kocēni	LV
LV-046	Koknese	Koknese	LV
LV-047	Kraslava	Kraslava	LV
LV-048	Krimulda	Krimulda	LV
LV-049	Krustpils	Krustpils	LV
LV-050	Kuldiga	Kuldiga	LV
LV-051	Ķegums	Ķegums	LV
LV-052	Ķekava	Ķekava	LV
LV-053	Lielvārde	Lielvārde	LV
LV-054	Limbazhi	Limbazhi	LV
LV-055	Līgatne	Ligatne	LV
LV-056	Livani	Livani	LV
LV-057	Lubana	Lubana	LV
LV-058	Ludza	Ludza	LV
LV-059	Madona	Madona	LV
LV-06	Alsunga	Alsunga	LV
LV-060	Mazsalaca	Mazsalaca	LV
LV-061	Malpils	Malpils	LV
LV-062	Mārupe	Mārupe	LV
LV-063	Mersrags	Mersrags	LV
LV-064	Naukseni	Naukseni	LV
LV-065	Nereta	Nereta	LV
LV-066	Nica	Nica	LV
LV-067	Ogre	Ogre	LV
LV-068	Olaine	Olaine	LV
LV-069	Ozolnieki	Ozolnieki	LV
LV-070	Pargauja	Pargauja	LV
LV-071	Pavilosta	Pavilosta	LV
LV-072	Plavinas	Plavinas	LV
LV-073	Preili	Preili	LV
LV-074	Priekule	Priekule	LV
LV-075	Priekuļi	Priekuļi	LV
LV-076	Rauna	Rauna	LV
LV-077	Rezekne	Rezekne	LV
LV-078	Riebiņi	Riebiņi	LV
LV-079	Roja	Roja	LV
LV-080	Ropaži	Ropaži	LV
LV-081	Rucava	Rucava	LV
LV-082	Rugaji	Rugaji	LV
LV-083	Rundale	Rundāle	LV
LV-084	Rūjiena	Rujiena	LV
LV-085	Sala	Sala	LV
LV-086	Salacgriva	Salacgriva	LV
LV-087	Salaspils	Salaspils	LV
LV-088	Saldus	Saldus	LV
LV-089	Saulkrasti	Saulkrasti	LV
LV-090	Seja	Seja	LV
LV-091	Sigulda	Sigulda	LV
LV-092	Skriveri	Skriveri	LV
LV-093	Skrunda	Skrunda	LV
LV-094	Smiltene	Smiltene	LV
LV-095	Stopini	Stopini	LV
LV-096	Strenci	Strenci	LV
LV-097	Talsi	Talsi	LV
LV-098	Tervete	Tervete	LV
LV-099	Tukums	Tukums	LV
LV-100	Vainode	Vainode	LV
LV-101	Valka	Valka	LV
LV-102	Varakļāni	Varakļāni	LV
LV-103	Vārkava	Vārkava	LV
LV-104	Vecpiebalga	Vecpiebalga	LV
LV-105	Vecumnieki	Vecumnieki	LV
LV-106	Ventspils	Ventspils	LV
LV-107	Viesite	Viesite	LV
LV-108	Viļaka	Vilaka	LV
LV-109	Vilani	Vilani	LV
LV-110	Zilupe	Zilupe	LV
LV-DGV	Daugavpils (Ciudad)	Daugavpils (City)	LV
LV-JEL	Jelgava (Ciudad)	Jelgava (City)	LV
LV-JKB	Jekabpils (Ciudad)	Jekabpils (City)	LV
LV-JUR	Jurmala (Ciudad)	Jurmala (City)	LV
LV-LPX	Liepaja	Liepaja	LV
LV-REZ	Rezekne (Ciudad)	Rezekne (City)	LV
LV-RIX	Riga	Riga	LV
LV-VEN	Ventspils (Ciudad)	Ventspils (City)	LV
LV-VMR	Valmiera	Valmiera	LV
LY-BA	Bengasi	Benghazi	LY
LY-BU	Butnan	Butnan	LY
LY-DR	Darnah	Darnah	LY
LY-GT	Ghat	Ghat	LY
LY-JA	Jabal Al Akhdar	Jabal Al Akhdar	LY
LY-JG	Jabal Al Gharbi	Jabal Al Gharbi	LY
LY-JI	Aljafarah	Aljafarah	LY
LY-JU	Jufrah	Jufrah	LY
LY-KF	Kufrah	Kufrah	LY
LY-MB	Murqub	Murqub	LY
LY-MI	Misrata	Misratah	LY
LY-MJ	Marj	Marj	LY
LY-MQ	Murzuq	Murzuq	LY
LY-NL	Nalut	Nalut	LY
LY-NQ	Nuqat Al Khams	Nuqat Al Khams	LY
LY-SB	Sabha	Sabha	LY
LY-SR	Sirte	Sirte	LY
LY-TB	Trípoli	Tripoli	LY
LY-WA	Al Wahat	Al Wahat	LY
LY-WD	Wadi Al Hayaa	Wadi Al Hayaa	LY
LY-WS	Wadi Al Shatii	Wadi Al Shatii	LY
LY-ZA	Zawiya	Zawiya	LY
MA-01	Tánger-Tetuán, Alhucemas	Tangier-Tetouan, Al Hoceima	MA
MA-02	El Oriental	The Oriental	MA
MA-03	Fez-Meknes	Fez-Meknes	MA
MA-04	Kenitra-Rabat-Sale	Kenitra-Rabat-Sale	MA
MA-05	Beni Mellal-Khénifra	Beni Mellal-Khénifra	MA
MA-06	Casablanca-Settat	Casablanca-Settat	MA
MA-07	Marrakech-Safi	Marrakech-Safi	MA
MA-08	Draa-Tafilalet	Draa-Tafilalet	MA
MA-09	Souss-Massa	Souss-Massa	MA
MA-10	Guelmim-Oued	Guelmim-Oued	MA
MA-11	El Aaiún-Sakia El Hamra	Laayoune-Sakia El Hamra	MA
MA-12	Dakhla Oued Ed-Dahab	Dakhla Oued Ed-Dahab	MA
MC-CL	Pegamento	Glue	MC
MC-CO	Condamine	Condamine	MC
MC-FO	Fontvieille	Fontvieille	MC
MC-GA	Estación	Station	MC
MC-JE	Exótico Jardín	Exotic Garden	MC
MC-LA	Larvotto	Larvotto	MC
MC-MA	Malbousquet	Malbousquet	MC
MC-MC	Monte Carlo	Monte Carlo	MC
MC-MG	Moneghetti	Moneghetti	MC
MC-MO	Monaco-Ville	Monaco-Ville	MC
MC-MU	Moulins	Moulins	MC
MC-PH	Puerto Hércules	Port Hercule	MC
MC-SD	Santa Devota	Saint Devote	MC
MC-SO	Fuente	Source	MC
MC-SP	Spélugues	Spélugues	MC
MC-SR	Saint-Roman	Saint-Roman	MC
MC-VR	Vallon De La Rousse	Vallon De La Rousse	MC
MD-AN	Aenii Noviembre	Aenii November	MD
MD-BA	Balti	Balti	MD
MD-BD	Juerga	Bender	MD
MD-BR	Briceni	Briceni	MD
MD-BS	Basarabeasca	Basarabeasca	MD
MD-CA	Cahul	Cahul	MD
MD-CL	Calarasi	Calarasi	MD
MD-CM	Cimişlia	Cimişlia	MD
MD-CR	Criuleni	Criuleni	MD
MD-CS	Causeni	Causeni	MD
MD-CT	Cantemir	Cantemir	MD
MD-CU	Kishinev	Kishinev	MD
MD-DO	Donduşeni	Donduşeni	MD
MD-DR	Drochia	Drochia	MD
MD-DU	Dubăsari	Dubăsari	MD
MD-ED	Edineţ	Edineţ	MD
MD-FA	Falesti	Falesti	MD
MD-FL	Floreşti	Floreşti	MD
MD-GA	Gagauzia	Gagauzia	MD
MD-GL	Glodeni	Glodeni	MD
MD-HI	Hincesti	Hincesti	MD
MD-IA	Ialoveni	Ialoveni	MD
MD-LE	Leova	Leova	MD
MD-NI	Nisporeni	Nisporeni	MD
MD-OC	Ocniţa	Ocniţa	MD
MD-OR	Orhei	Orhei	MD
MD-RE	Rezina	Rezina	MD
MD-RI	Rîşcani	Rîşcani	MD
MD-SD	Soldanesti	Soldanesti	MD
MD-SI	Singerei	Singerei	MD
MD-SN	Transnistria	Transnistria	MD
MD-SO	Soroca	Soroca	MD
MD-ST	Straseni	Straseni	MD
MD-SV	Stefan Voda	Stefan Voda	MD
MD-TA	Taraclia	Taraclia	MD
MD-TE	Telenesti	Telenesti	MD
MD-UN	Ungheni	Ungheni	MD
ME-01	Andrijevica	Andrijevica	ME
ME-02	Bar	Bar	ME
ME-03	Beranes	Berane	ME
ME-04	Bijelo Polje	Bijelo Polje	ME
ME-05	Budva	Budva	ME
ME-06	Cetinje	Cetinje	ME
ME-07	Danilovgrad	Danilovgrad	ME
ME-08	Herceg Novi	Herceg Novi	ME
ME-09	Kolasin	Kolasin	ME
ME-10	Kotor	Kotor	ME
ME-11	Mojkovac	Mojkovac	ME
ME-12	Niksic	Niksic	ME
ME-13	Plav	Plav	ME
ME-14	Plužine	Plužine	ME
ME-15	Pljevlja	Pljevlja	ME
ME-16	Podgorica	Podgorica	ME
ME-17	Rožaje	Rožaje	ME
ME-18	Šavnik	Šavnik	ME
ME-19	Tivat	Tivat	ME
ME-20	Ulcinj	Ulcinj	ME
ME-21	Žabljak	Žabljak	ME
ME-22	Gusinje	Gusinje	ME
ME-23	Pétnica	Petnica	ME
MG-A	Toamasina	Toamasina	MG
MG-D	Antsiranana	Antsiranana	MG
MG-F	Fianarantsoa	Fianarantsoa	MG
MG-M	Mahajanga	Mahajanga	MG
MG-T	Antananarivo	Antananarivo	MG
MG-U	Toliara	Toliara	MG
MH-ALK	Ailuk	Ailuk	MH
MH-ALL	Ailinglaplap	Ailinglaplap	MH
MH-ARN	Arno	Arno	MH
MH-AUR	Aur	Aur	MH
MH-EBO	De Ébano	Ebon	MH
MH-JAB	Jabat	Jabat	MH
MH-JAL	Jaluit	Jaluit	MH
MH-KIL	Bikini Y Kili	Bikini And Kili	MH
MH-KWA	Kwajalein	Kwajalein	MH
MH-LAE	Lae	Lae	MH
MH-LIB	Lib	Lib	MH
MH-LIK	Likiep	Likiep	MH
MH-MAJ	Majuro	Majuro	MH
MH-MAL	Maloelap	Maloelap	MH
MH-MEJ	Mejit	Mejit	MH
MH-NMK	Namdrik	Namdrik	MH
MH-NMU	Namu	Namu	MH
MH-RON	Rongelap	Rongelap	MH
MH-UJA	Ujae	Ujae	MH
MH-UTI	Utrik	Utrik	MH
MH-WTH	Wotho	Wotho	MH
MH-WTJ	Wotje	Wotje	MH
MK-02	Aračinovo	Aračinovo	MK
MK-03	Berovo	Berovo	MK
MK-04	Bitola	Bitola	MK
MK-05	Bogdanci	Bogdanci	MK
MK-06	Bogovinje	Bogovinje	MK
MK-07	Bosilovo	Bosilovo	MK
MK-08	Brvenica	Brvenica	MK
MK-10	Valandovo	Valandovo	MK
MK-11	Vasilevo	Vasilevo	MK
MK-12	Vevčani	Vevčani	MK
MK-13	Veles	Veles	MK
MK-14	Vinica	Vinica	MK
MK-16	Vrapciste	Vrapčište	MK
MK-18	Gevgelija	Gevgelija	MK
MK-19	Gostivar	Gostivar	MK
MK-20	Gradsko	Gradsko	MK
MK-21	Vedar	Debar	MK
MK-22	Debarca	Debarca	MK
MK-23	Delcevo	Delčevo	MK
MK-24	Demir Kapija	Demir Kapija	MK
MK-25	Demir Hisar	Demir Hisar	MK
MK-26	Doran	Doran	MK
MK-27	Dolneni	Dolneni	MK
MK-30	Zelino	Želino	MK
MK-32	Zelenikovo	Zelenikovo	MK
MK-33	Zrnovci	Zrnovci	MK
MK-34	Ilinden	Ilinden	MK
MK-35	Jegunovce	Jegunovce	MK
MK-36	Kavadarci	Kavadarci	MK
MK-37	Karbinci	Karbinci	MK
MK-40	Kičevo	Kičevo	MK
MK-41	Konce	Konče	MK
MK-42	Kočani	Kočani	MK
MK-43	Kratovo	Kratovo	MK
MK-44	Kriva Palanka	Kriva Palanka	MK
MK-45	Krivogaštani	Krivogaštani	MK
MK-46	Kruševo	Kruševo	MK
MK-47	Kumanovo	Kumanovo	MK
MK-48	Lipkovo	Lipkovo	MK
MK-49	Lozovo	Lozovo	MK
MK-50	Mavrovo I Rostusa	Mavrovo I Rostuša	MK
MK-51	Makedonska Kamenica	Makedonska Kamenica	MK
MK-52	Makedonski Brod	Makedonski Brod	MK
MK-53	Mogila	Mogila	MK
MK-54	Negotino	Negotino	MK
MK-55	Novaci	Novaci	MK
MK-56	Novo Selo	Novo Selo	MK
MK-58	Ohrid	Ohrid	MK
MK-59	Petrovec	Petrovec	MK
MK-60	Pehčevo	Pehčevo	MK
MK-61	Plasnica	Plasnica	MK
MK-62	Prilep	Prilep	MK
MK-63	Probištip	Probištip	MK
MK-64	Radoviš	Radoviš	MK
MK-65	Rankovce	Rankovce	MK
MK-66	Resén	Resen	MK
MK-67	Rosoman	Rosoman	MK
MK-69	Sveti Nikole	Sveti Nikole	MK
MK-70	Sopište	Sopište	MK
MK-71	Staro Nagoričane	Staro Nagoričane	MK
